,token,ner_tag
59334,I-Opinion,war
59335,I-Opinion,movies
59336,I-Opinion,of
59337,I-Opinion,all
59338,I-Opinion,time
59339,I-Opinion,by
59340,I-Opinion,multiple
59341,I-Opinion,sources
59342,O,name
59343,O,this
59344,B-Year,1969
59345,B-Genre,western
59346,O,starring
59347,B-Actor,william
59348,I-Actor,holden
59349,O,and
59350,B-Actor,ernest
59351,I-Actor,borgnine
59352,O,name
59353,O,this
59354,B-Year,1993
59355,B-Relationship,remake
59356,O,which
59357,O,featured
59358,B-Actor,sally
59359,I-Actor,field
59360,O,voicing
59361,B-Plot,a
59362,O,pet
59363,O,cat
59364,O,name
59365,O,this
59366,B-Year,2010
59367,B-Genre,animated
59368,O,movie
59369,O,directed
59370,O,by
59371,B-Director,zack
59372,I-Director,snyder
59373,O,about
59374,B-Plot,birds
59375,I-Plot,of
59376,I-Plot,prey
59377,I-Plot,that
59378,I-Plot,seek
59379,I-Plot,out
59380,I-Plot,legendary
59381,I-Plot,heroes
59382,O,name
59383,O,this
59384,B-Year,2011
59385,O,film
59386,O,which
59387,O,featured
59388,B-Actor,albert
59389,I-Actor,brooks
59390,O,playing
59391,O,against
59392,O,type
59393,O,as
59394,O,a
59395,O,villain
59396,O,name
59397,O,this
59398,B-Award,best
59399,I-Award,picture
59400,I-Award,and
59401,I-Award,best
59402,I-Award,director
59403,I-Award,winning
59404,I-Award,film
59405,O,which
59406,O,featured
59407,B-Actor,meryl
59408,I-Actor,streep
59409,O,in
59410,O,only
59411,O,her
59412,O,second
59413,O,movie
59414,O,role
59415,O,as
59416,O,well
59417,O,as
59418,B-Actor,john
59419,I-Actor,cazale
59420,O,in
59421,O,his
59422,O,final
59423,O,role
59424,O,name
59425,O,this
59426,B-Actor,julie
59427,I-Actor,christie
59428,O,starring
59429,O,film
59430,O,which
59431,O,also
59432,O,featured
59433,B-Actor,klaus
59434,I-Actor,kinski
59435,O,and
59436,B-Actor,sir
59437,I-Actor,alec
59438,I-Actor,guinness
59439,O,name
59440,O,this
59441,B-Director,merchant
59442,I-Director,ivory
59443,O,film
59444,O,based
59445,O,upon
59446,O,an
59447,B-Origin,e
59448,I-Origin,m
59449,I-Origin,forster
59450,I-Origin,novel
59451,O,and
59452,O,starring
59453,B-Actor,sir
59454,I-Actor,anthony
59455,I-Actor,hopkins
59456,O,name
59457,O,this
59458,O,movie
59459,B-Origin,based
59460,I-Origin,on
59461,I-Origin,a
59462,I-Origin,philip
59463,I-Origin,k
59464,I-Origin,dick
59465,O,the
59466,O,only
59467,O,pkd
59468,O,story
59469,O,to
59470,O,be
59471,O,adapted
59472,O,for
59473,O,the
59474,O,screen
59475,O,twice
59476,B-Actor,ned
59477,I-Actor,beatty
59478,O,was
59479,O,nominated
59480,O,for
59481,O,an
59482,B-Award,oscar
59483,O,for
59484,O,his
59485,O,supporting
59486,O,role
59487,O,in
59488,O,what
59489,O,news
59490,O,show
59491,B-Genre,drama
59492,B-Actor,ned
59493,I-Actor,beatty
59494,O,was
59495,O,the
59496,O,only
59497,O,one
59498,O,of
59499,O,the
59500,O,four
59501,O,main
59502,O,actors
59503,O,to
59504,O,ever
59505,O,have
59506,O,paddled
59507,O,a
59508,O,canoe
59509,O,prior
59510,O,to
59511,O,shooting
59512,O,this
59513,B-Year,1972
59514,O,movie
59515,O,which
59516,O,is
59517,O,ironic
59518,O,since
59519,O,his
59520,O,character
59521,O,is
59522,O,the
59523,O,most
59524,O,inept
59525,O,and
59526,O,clumsy
59527,B-Director,new
59528,I-Director,line
59529,I-Director,cinema
59530,O,was
59531,O,saved
59532,O,from
59533,O,bankruptcy
59534,O,by
59535,O,the
59536,O,success
59537,O,of
59538,O,this
59539,B-Director,wes
59540,I-Director,craven
59541,O,film
59542,O,and
59543,B-Relationship,was
59544,I-Relationship,jokingly
59545,I-Relationship,nicknamed
59546,I-Relationship,the
59547,I-Relationship,house
59548,I-Relationship,that
59549,I-Relationship,freddy
59550,I-Relationship,built
59551,B-Actor,nicolas
59552,I-Actor,cage
59553,O,won
59554,O,an
59555,B-Award,osca
59556,O,for
59557,O,is
59558,O,performance
59559,O,as
59560,O,a
59561,B-Plot,writer
59562,I-Plot,trying
59563,I-Plot,to
59564,I-Plot,drink
59565,I-Plot,himself
59566,I-Plot,to
59567,I-Plot,death
59568,B-Actor,nicole
59569,I-Actor,kidman
59570,O,received
59571,O,a
59572,B-Award,best
59573,I-Award,actress
59574,I-Award,academy
59575,I-Award,award
59576,I-Award,nomination
59577,O,for
59578,O,her
59579,O,performance
59580,O,as
59581,B-Character_Name,satine
59582,O,in
59583,O,this
59584,B-Year,2001
59585,B-Director,baz
59586,I-Director,luhrmann
59587,O,film
59588,B-Actor,nigel
59589,I-Actor,terry
59590,O,stars
59591,O,as
59592,B-Character_Name,king
59593,I-Character_Name,arthur
59594,O,in
59595,O,this
59596,B-Year,1981
59597,O,version
59598,O,of
59599,O,the
59600,B-Plot,camelot
59601,I-Plot,story
59602,O,with
59603,B-Actor,cherie
59604,I-Actor,lunghi
59605,O,as
59606,O,his
59607,B-Character_Name,guenevere
59608,O,often
59609,O,refereed
59610,O,to
59611,O,as
59612,O,the
59613,O,zombie
59614,O,film
59615,O,without
59616,O,zombies
59617,O,this
59618,O,film
59619,O,starring
59620,B-Actor,lawrence
59621,I-Actor,fishburne
59622,O,as
59623,O,the
59624,O,director
59625,O,of
59626,O,the
59627,O,cdc
59628,O,is
59629,O,titled
59630,O,what
59631,B-Quote,okay
59632,I-Quote,kitty
59633,I-Quote,you
59634,I-Quote,stay
59635,I-Quote,on
59636,I-Quote,that
59637,I-Quote,side
59638,I-Quote,of
59639,I-Quote,the
59640,I-Quote,boat
59641,I-Quote,i
59642,I-Quote,ll
59643,I-Quote,stay
59644,I-Quote,here
59645,B-Plot,on
59646,I-Plot,a
59647,I-Plot,falling
59648,I-Plot,down
59649,I-Plot,farm
59650,I-Plot,in
59651,I-Plot,wartime
59652,I-Plot,england
59653,I-Plot,the
59654,I-Plot,magical
59655,I-Plot,nanny
59656,I-Plot,returns
59657,I-Plot,to
59658,I-Plot,take
59659,I-Plot,care
59660,I-Plot,of
59661,I-Plot,the
59662,I-Plot,overwhelmed
59663,I-Plot,mrs
59664,I-Plot,green
59665,I-Plot,s
59666,I-Plot,three
59667,I-Plot,children
59668,I-Plot,and
59669,I-Plot,their
59670,I-Plot,two
59671,I-Plot,cousins
59672,I-Plot,and
59673,I-Plot,saves
59674,I-Plot,the
59675,I-Plot,farm
59676,I-Plot,as
59677,I-Plot,well
59678,O,one
59679,O,of
59680,O,film
59681,O,s
59682,O,very
59683,O,first
59684,O,iconic
59685,O,villains
59686,O,is
59687,O,defeated
59688,O,with
59689,O,a
59690,O,splash
59691,O,of
59692,O,water
59693,B-Plot,in
59694,I-Plot,this
59695,I-Plot,film
59696,O,one
59697,O,of
59698,O,the
59699,O,first
59700,O,technicolor
59701,O,films
59702,O,set
59703,O,on
59704,O,the
59705,B-Plot,yellow
59706,I-Plot,brick
59707,I-Plot,road
59708,B-Opinion,one
59709,I-Opinion,of
59710,I-Opinion,the
59711,I-Opinion,great
59712,I-Opinion,movies
59713,I-Opinion,of
59714,I-Opinion,all
59715,I-Opinion,time
59716,O,famous
59717,O,for
59718,O,it
59719,O,s
59720,O,transition
59721,O,from
59722,O,black
59723,O,and
59724,O,white
59725,O,to
59726,O,technicolor
59727,O,after
59728,O,the
59729,O,opening
59730,O,scenes
59731,B-Opinion,one
59732,I-Opinion,of
59733,I-Opinion,the
59734,I-Opinion,most
59735,I-Opinion,famous
59736,B-Genre,silent
59737,O,films
59738,B-Opinion,of
59739,I-Opinion,all
59740,I-Opinion,time
59741,O,this
59742,B-Year,1927
59743,B-Opinion,classic
59744,O,was
59745,O,directed
59746,O,by
59747,B-Director,fritz
59748,I-Director,lang
59749,O,one
59750,O,of
59751,O,the
59752,B-Opinion,most
59753,I-Opinion,popular
59754,B-Genre,french
59755,I-Genre,language
59756,O,films
59757,O,of
59758,O,the
59759,O,last
59760,O,decade
59761,O,across
59762,O,the
59763,O,globe
59764,O,this
59765,O,features
59766,O,a
59767,B-Plot,young
59768,I-Plot,quirky
59769,I-Plot,french
59770,I-Plot,woman
59771,I-Plot,and
59772,I-Plot,her
59773,I-Plot,incessant
59774,I-Plot,day
59775,I-Plot,dreams
59776,O,only
59777,B-Year,nineties
59778,B-Director,disney
59779,O,could
59780,O,turn
59781,O,a
59782,B-Plot,castle
59783,I-Plot,full
59784,I-Plot,of
59785,I-Plot,singing
59786,I-Plot,silverware
59787,I-Plot,and
59788,I-Plot,their
59789,I-Plot,werewolf
59790,I-Plot,boss
59791,I-Plot,into
59792,I-Plot,something
59793,I-Plot,so
59794,I-Plot,magical
59795,O,do
59796,O,you
59797,O,know
59798,O,the
59799,O,movie
59800,O,originally
59801,O,a
59802,O,popular
59803,B-Year,1980
59804,O,s
59805,O,hasbro
59806,O,series
59807,O,of
59808,O,toys
59809,O,this
59810,B-Year,2007
59811,O,film
59812,O,is
59813,O,more
59814,O,than
59815,O,meets
59816,O,the
59817,O,eye
59818,O,originally
59819,O,released
59820,O,in
59821,B-Year,1981
59822,O,and
59823,B-Relationship,remade
59824,O,in
59825,B-Year,2010
59826,O,based
59827,O,on
59828,O,the
59829,B-Plot,epic
59830,I-Plot,struggle
59831,I-Plot,of
59832,I-Plot,greek
59833,I-Plot,gods
59834,I-Plot,in
59835,I-Plot,greek
59836,I-Plot,mythology
59837,O,our
59838,O,sixteenth
59839,O,president
59840,O,is
59841,O,famous
59842,O,for
59843,O,many
59844,O,things
59845,O,but
59846,O,this
59847,B-Genre,action
59848,O,movie
59849,B-Plot,rewrites
59850,I-Plot,history
59851,I-Plot,in
59852,I-Plot,a
59853,I-Plot,very
59854,I-Plot,bloody
59855,I-Plot,way
59856,B-Actor,paul
59857,I-Actor,newman
59858,O,and
59859,B-Actor,robert
59860,I-Actor,redford
59861,O,in
59862,O,a
59863,B-Genre,period
59864,I-Genre,piece
59865,O,set
59866,O,in
59867,O,the
59868,O,1930
59869,O,s
59870,O,involves
59871,B-Plot,a
59872,I-Plot,gambling
59873,I-Plot,scam
59874,I-Plot,with
59875,I-Plot,a
59876,I-Plot,twist
59877,I-Plot,ending
59878,B-Actor,paul
59879,I-Actor,rudd
59880,O,and
59881,B-Actor,steve
59882,I-Actor,carell
59883,O,star
59884,O,in
59885,B-Relationship,this
59886,I-Relationship,remake
59887,I-Relationship,of
59888,O,a
59889,B-Year,1998
59890,B-Relationship,french
59891,B-Genre,screwball
59892,I-Genre,comedy
59893,B-Actor,paul
59894,I-Actor,rudd
59895,O,is
59896,O,an
59897,B-Plot,an
59898,I-Plot,idealist
59899,I-Plot,who
59900,I-Plot,barges
59901,I-Plot,into
59902,I-Plot,the
59903,I-Plot,lives
59904,I-Plot,of
59905,I-Plot,his
59906,I-Plot,three
59907,I-Plot,sisters
59908,O,in
59909,O,this
59910,B-Year,2011
59911,B-Genre,comedy
59912,O,perhaps
59913,B-Director,tim
59914,I-Director,burton
59915,O,s
59916,O,most
59917,O,famous
59918,O,movie
59919,O,this
59920,O,one
59921,O,is
59922,O,about
59923,B-Plot,the
59924,I-Plot,halloween
59925,I-Plot,realm
59926,I-Plot,wanting
59927,I-Plot,to
59928,I-Plot,copy
59929,I-Plot,the
59930,I-Plot,christmas
59931,I-Plot,realm
59932,B-Character_Name,perseus
59933,B-Plot,returns
59934,I-Plot,to
59935,I-Plot,face
59936,B-Character_Name,ares
59937,O,and
59938,B-Character_Name,hades
59939,O,in
59940,O,what
59941,B-Year,2012
59942,O,film
59943,B-Origin,based
59944,I-Origin,on
59945,I-Origin,greek
59946,I-Origin,mythology
59947,B-Director,peter
59948,I-Director,jackson
59949,O,s
59950,B-Relationship,final
59951,I-Relationship,installment
59952,O,of
59953,O,the
59954,O,epic
59955,B-Origin,tolkien
59956,O,tale
59957,B-Actor,peter
59958,I-Actor,lorre
59959,O,and
59960,B-Actor,jack
59961,I-Actor,nicholson
59962,O,were
59963,O,fond
59964,O,of
59965,O,ad
59966,O,libbing
59967,O,their
59968,O,lines
59969,O,much
59970,O,to
59971,O,the
59972,O,annoyance
59973,O,of
59974,O,boris
59975,O,karloff
59976,O,who
59977,O,was
59978,O,working
59979,O,from
59980,O,the
59981,O,script
59982,O,in
59983,O,this
59984,B-Year,1963
59985,O,feature
59986,B-Actor,peter
59987,I-Actor,ostrum
59988,O,who
59989,O,plays
59990,B-Character_Name,charlie
59991,I-Character_Name,bucket
59992,O,in
59993,O,this
59994,O,classic
59995,B-Genre,family
59996,O,move
59997,O,made
59998,O,no
59999,O,other
60000,O,films
60001,O,he
60002,O,later
60003,O,became
60004,O,a
60005,O,veterinarian
60006,B-Actor,peter
60007,I-Actor,weller
60008,O,plays
60009,O,a
60010,B-Plot,reassembled
60011,I-Plot,indestructible
60012,I-Plot,cop
60013,O,in
60014,O,this
60015,B-Opinion,futuristic
60016,B-Genre,cop
60017,O,movie
60018,O,directed
60019,O,by
60020,B-Director,paul
60021,I-Director,verhoeven
60022,B-Plot,photographer
60023,I-Plot,robert
60024,I-Plot,kincaid
60025,I-Plot,wanders
60026,I-Plot,into
60027,I-Plot,the
60028,I-Plot,life
60029,I-Plot,of
60030,I-Plot,housewife
60031,I-Plot,francesca
60032,I-Plot,johnson
60033,I-Plot,for
60034,I-Plot,four
60035,I-Plot,days
60036,O,in
60037,O,the
60038,B-Year,1960
60039,O,s
60040,O,is
60041,O,the
60042,O,plot
60043,O,of
60044,O,this
60045,B-Director,cliint
60046,I-Director,eastwood
60047,O,directed
60048,B-Genre,romance
60049,O,please
60050,O,name
60051,O,the
60052,O,movie
60053,O,that
60054,O,has
60055,O,been
60056,O,dubbed
60057,O,the
60058,O,female
60059,O,hangover
60060,O,known
60061,O,for
60062,O,its
60063,B-Opinion,raunchy
60064,B-Genre,comedy
60065,O,please
60066,O,name
60067,O,the
60068,B-Relationship,sequel
60069,O,of
60070,O,an
60071,B-Genre,animated
60072,O,movie
60073,O,about
60074,O,a
60075,B-Plot,racecar
60076,I-Plot,fighting
60077,I-Plot,for
60078,I-Plot,his
60079,I-Plot,life
60080,I-Plot,with
60081,I-Plot,his
60082,I-Plot,friends
60083,B-Plot,politics
60084,I-Plot,can
60085,I-Plot,be
60086,I-Plot,a
60087,I-Plot,dirty
60088,I-Plot,business
60089,I-Plot,this
60090,I-Plot,campaign
60091,I-Plot,manager
60092,I-Plot,learns
60093,I-Plot,that
60094,I-Plot,the
60095,I-Plot,hard
60096,I-Plot,way
60097,I-Plot,when
60098,I-Plot,a
60099,I-Plot,beautiful
60100,I-Plot,young
60101,I-Plot,girl
60102,I-Plot,succumbs
60103,I-Plot,to
60104,I-Plot,the
60105,I-Plot,lust
60106,I-Plot,of
60107,I-Plot,a
60108,I-Plot,politician
60109,B-Origin,r
60110,I-Origin,lee
60111,I-Origin,ermey
60112,O,personally
60113,O,supervised
60114,O,the
60115,O,recreation
60116,O,of
60117,O,the
60118,O,parris
60119,O,island
60120,O,set
60121,O,in
60122,O,this
60123,B-Year,1987
60124,B-Director,stanley
60125,I-Director,kubrick
60126,O,feature
60127,B-Actor,rachel
60128,I-Actor,mcadams
60129,O,stars
60130,O,as
60131,B-Plot,an
60132,I-Plot,upstart
60133,I-Plot,television
60134,I-Plot,producer
60135,I-Plot,who
60136,I-Plot,accepts
60137,I-Plot,the
60138,I-Plot,challenge
60139,I-Plot,of
60140,I-Plot,reviving
60141,I-Plot,a
60142,I-Plot,struggling
60143,I-Plot,daytime
60144,I-Plot,talk
60145,I-Plot,show
60146,O,in
60147,O,this
60148,B-Year,2010
60149,B-Genre,comedy
60150,B-Character_Name,ralphie
60151,B-Plot,has
60152,I-Plot,to
60153,I-Plot,convince
60154,I-Plot,his
60155,I-Plot,parents
60156,I-Plot,teachers
60157,I-Plot,and
60158,I-Plot,santa
60159,I-Plot,that
60160,I-Plot,a
60161,I-Plot,red
60162,I-Plot,ryder
60163,I-Plot,b
60164,I-Plot,b
60165,I-Plot,gun
60166,I-Plot,really
60167,I-Plot,is
60168,I-Plot,the
60169,I-Plot,perfect
60170,I-Plot,gift
60171,O,in
60172,O,this
60173,B-Genre,holiday
60174,B-Plot,favorite
60175,B-Actor,ray
60176,I-Actor,boom
60177,I-Actor,boom
60178,I-Actor,mancini
60179,O,stars
60180,O,as
60181,B-Plot,an
60182,I-Plot,ambitious
60183,I-Plot,small
60184,I-Plot,town
60185,I-Plot,boxer
60186,I-Plot,with
60187,I-Plot,dreams
60188,I-Plot,of
60189,I-Plot,making
60190,I-Plot,it
60191,I-Plot,as
60192,I-Plot,a
60193,I-Plot,professional
60194,I-Plot,in
60195,I-Plot,this
60196,I-Plot,sport
60197,I-Plot,drama
60198,O,remind
60199,O,me
60200,O,the
60201,O,name
60202,O,of
60203,O,this
60204,B-Genre,classic
60205,I-Genre,comedy
60206,O,about
60207,B-Plot,academic
60208,I-Plot,probation
60209,I-Plot,in
60210,I-Plot,a
60211,I-Plot,preparatory
60212,I-Plot,school
60213,B-Actor,ren
60214,I-Actor,e
60215,I-Actor,zellweger
60216,O,played
60217,O,the
60218,O,title
60219,O,character
60220,O,in
60221,O,this
60222,B-Year,2001
60223,O,movie
60224,O,based
60225,O,on
60226,O,the
60227,B-Origin,novel
60228,I-Origin,by
60229,I-Origin,helen
60230,I-Origin,fielding
60231,B-Actor,rex
60232,I-Actor,harrison
60233,O,won
60234,O,a
60235,B-Award,best
60236,I-Award,actor
60237,I-Award,oscar
60238,O,for
60239,O,teaching
60240,B-Actor,audrey
60241,I-Actor,hepburn
60242,O,s
60243,B-Character_Name,eliza
60244,I-Character_Name,doolittle
60245,B-Plot,to
60246,I-Plot,be
60247,I-Plot,a
60248,I-Plot,lady
60249,O,in
60250,O,what
60251,B-Director,george
60252,I-Director,cukor
60253,O,film
60254,B-Actor,richard
60255,I-Actor,burton
60256,O,and
60257,B-Actor,peter
60258,I-Actor,o
60259,I-Actor,toole
60260,O,both
60261,O,received
60262,B-Award,best
60263,I-Award,actor
60264,I-Award,oscar
60265,I-Award,nominations
60266,O,for
60267,O,this
60268,B-Year,1964
60269,B-Origin,adaptation
60270,I-Origin,of
60271,I-Origin,jean
60272,I-Origin,anouilh
60273,I-Origin,s
60274,I-Origin,play
60275,B-Actor,richard
60276,I-Actor,dreyfuss
60277,O,starred
60278,O,in
60279,O,this
60280,B-Year,1977
60281,B-Director,steven
60282,I-Director,spielberg
60283,B-Genre,science
60284,I-Genre,fiction
60285,I-Genre,classic
60286,B-Plot,featuring
60287,I-Plot,french
60288,I-Plot,filmmaker
60289,I-Plot,francois
60290,I-Plot,truffaut
60291,I-Plot,as
60292,I-Plot,a
60293,I-Plot,scientist
60294,B-Director,rob
60295,I-Director,reiner
60296,O,directed
60297,O,this
60298,B-Year,1984
60299,B-Genre,faux
60300,I-Genre,documentary
60301,B-Plot,about
60302,I-Plot,a
60303,I-Plot,head
60304,I-Plot,banging
60305,I-Plot,heavy
60306,I-Plot,metal
60307,I-Plot,band
60308,O,with
60309,B-Actor,harry
60310,I-Actor,shearer
60311,O,and
60312,B-Actor,michael
60313,I-Actor,mckean
60314,O,as
60315,B-Character_Name,derek
60316,O,and
60317,B-Character_Name,nigel
60318,B-Actor,robert
60319,I-Actor,de
60320,I-Actor,niro
60321,O,plays
60322,B-Plot,a
60323,I-Plot,boxer
60324,I-Plot,in
60325,I-Plot,this
60326,I-Plot,movie
60327,I-Plot,with
60328,I-Plot,such
60329,I-Plot,a
60330,I-Plot,violent
60331,I-Plot,temper
60332,I-Plot,that
60333,I-Plot,it
60334,I-Plot,leads
60335,I-Plot,to
60336,I-Plot,his
60337,I-Plot,destruction
60338,B-Actor,robert
60339,I-Actor,downey
60340,I-Actor,jnr
60341,O,and
60342,B-Actor,jude
60343,I-Actor,law
60344,B-Plot,team
60345,I-Plot,up
60346,I-Plot,again
60347,I-Plot,facing
60348,I-Plot,off
60349,I-Plot,with
60350,I-Plot,a
60351,I-Plot,villain
60352,O,by
60353,O,the
60354,O,name
60355,O,of
60356,B-Character_Name,moriaty
60357,B-Actor,robert
60358,I-Actor,redford
60359,O,insisted
60360,O,that
60361,O,the
60362,O,actors
60363,O,stay
60364,O,in
60365,O,costume
60366,O,as
60367,O,much
60368,O,as
60369,O,possible
60370,O,so
60371,O,that
60372,O,the
60373,O,clothes
60374,O,would
60375,O,start
60376,O,to
60377,O,feel
60378,O,natural
60379,O,to
60380,O,them
60381,O,for
60382,O,this
60383,B-Year,2010
60384,O,movie
60385,B-Plot,about
60386,I-Plot,lincoln
60387,I-Plot,s
60388,I-Plot,assassination
60389,B-Actor,robert
60390,I-Actor,redford
60391,O,stars
60392,O,in
60393,O,this
60394,B-Genre,classic
60395,O,about
60396,B-Plot,a
60397,I-Plot,retired
60398,I-Plot,baseball
60399,I-Plot,player
60400,I-Plot,coming
60401,I-Plot,back
60402,I-Plot,to
60403,I-Plot,the
60404,I-Plot,game
60405,I-Plot,for
60406,I-Plot,one
60407,I-Plot,last
60408,I-Plot,chance
60409,I-Plot,at
60410,I-Plot,glory
60411,B-Actor,robin
60412,I-Actor,williams
60413,O,is
60414,B-Opinion,probably
60415,I-Opinion,the
60416,I-Opinion,most
60417,I-Opinion,notable
60418,I-Opinion,character
60419,O,in
60420,O,this
60421,B-Genre,animated
60422,O,disney
60423,O,film
60424,B-Plot,about
60425,I-Plot,a
60426,I-Plot,lamp
60427,B-Director,rod
60428,I-Director,serling
60429,O,wrote
60430,O,this
60431,B-Genre,sports
60432,I-Genre,drama
60433,O,about
60434,B-Plot,a
60435,I-Plot,boxer
60436,I-Plot,at
60437,I-Plot,the
60438,I-Plot,end
60439,I-Plot,of
60440,I-Plot,his
60441,I-Plot,career
60442,B-Director,roman
60443,I-Director,polanski
60444,O,directed
60445,O,this
60446,B-Year,2010
60447,O,movie
60448,O,about
60449,O,an
60450,B-Plot,author
60451,I-Plot,hired
60452,I-Plot,to
60453,I-Plot,complete
60454,I-Plot,the
60455,I-Plot,memoirs
60456,I-Plot,of
60457,I-Plot,a
60458,I-Plot,former
60459,I-Plot,british
60460,I-Plot,prime
60461,I-Plot,minister
60462,I-Plot,uncovers
60463,I-Plot,secrets
60464,I-Plot,that
60465,I-Plot,put
60466,I-Plot,his
60467,I-Plot,own
60468,I-Plot,life
60469,I-Plot,in
60470,I-Plot,jeopardy
60471,B-Relationship,romeo
60472,I-Relationship,and
60473,I-Relationship,juliet
60474,B-Plot,played
60475,I-Plot,out
60476,I-Plot,on
60477,I-Plot,the
60478,I-Plot,streets
60479,I-Plot,of
60480,I-Plot,manhattan
60481,O,with
60482,O,music
60483,O,by
60484,B-Soundtrack,leonard
60485,I-Soundtrack,bernstein
60486,B-Actor,ron
60487,I-Actor,livingston
60488,O,plays
60489,B-Plot,a
60490,I-Plot,slacker
60491,I-Plot,who
60492,I-Plot,would
60493,I-Plot,rather
60494,I-Plot,woo
60495,B-Actor,jennifer
60496,I-Actor,aniston
60497,B-Plot,than
60498,I-Plot,ever
60499,I-Plot,go
60500,I-Plot,to
60501,I-Plot,work
60502,O,again
60503,O,in
60504,O,this
60505,B-Year,1999
60506,B-Genre,comedy
60507,B-Actor,rowan
60508,I-Actor,atkinson
60509,O,returns
60510,O,to
60511,O,portraying
60512,O,a
60513,B-Plot,bumbling
60514,I-Plot,inept
60515,I-Plot,spy
60516,I-Plot,that
60517,I-Plot,lampoons
60518,I-Plot,the
60519,I-Plot,james
60520,I-Plot,bond
60521,I-Plot,series
60522,O,in
60523,O,what
60524,B-Relationship,sequel
60525,B-Character_Name,rumpelstiltskin
60526,O,makes
60527,O,a
60528,O,deal
60529,O,with
60530,O,our
60531,O,hero
60532,O,in
60533,O,this
60534,B-Relationship,4
60535,I-Relationship,th
60536,I-Relationship,movie
60537,O,featuring
60538,O,our
60539,O,beloved
60540,O,hero
60541,O,and
60542,O,his
60543,O,wise
60544,O,cracking
60545,O,donkey
60546,B-Actor,russel
60547,I-Actor,crowe
60548,O,won
60549,O,many
60550,B-Opinion,accolades
60551,O,for
60552,B-Plot,his
60553,I-Plot,portrayal
60554,I-Plot,of
60555,I-Plot,a
60556,I-Plot,troubled
60557,I-Plot,math
60558,I-Plot,genius
60559,O,is
60560,O,this
60561,O,film
60562,O,directed
60563,O,by
60564,B-Director,ron
60565,I-Director,hoard
60566,B-Actor,russell
60567,I-Actor,brand
60568,O,filmed
60569,O,scenes
60570,O,performing
60571,O,as
60572,B-Plot,rock
60573,I-Plot,star
60574,I-Plot,aldous
60575,I-Plot,snow
60576,I-Plot,at
60577,I-Plot,his
60578,I-Plot,sell
60579,I-Plot,out
60580,I-Plot,comedy
60581,I-Plot,show
60582,O,scandalous
60583,O,in
60584,O,front
60585,O,of
60586,O,20
60587,O,000
60588,O,people
60589,O,at
60590,O,the
60591,O,o
60592,O,2
60593,O,arena
60594,O,in
60595,O,london
60596,O,for
60597,O,this
60598,B-Year,2010
60599,B-Genre,comedy
60600,B-Actor,russell
60601,I-Actor,crowe
60602,O,stars
60603,O,as
60604,O,the
60605,O,title
60606,O,character
60607,O,in
60608,O,this
60609,B-Year,2010
60610,O,version
60611,O,about
60612,O,the
60613,B-Plot,archer
60614,I-Plot,who
60615,I-Plot,steals
60616,I-Plot,from
60617,I-Plot,the
60618,I-Plot,rich
60619,I-Plot,and
60620,I-Plot,gives
60621,I-Plot,to
60622,I-Plot,the
60623,I-Plot,poor
60624,B-Director,sergio
60625,I-Director,leone
60626,O,directed
60627,B-Actor,clint
60628,I-Actor,eastwood
60629,I-Actor,lee
60630,I-Actor,van
60631,I-Actor,cleef
60632,O,and
60633,B-Actor,eli
60634,I-Actor,wallach
60635,O,as
60636,O,who
60637,O,in
60638,O,this
60639,B-Opinion,famed
60640,I-Opinion,spaghetti
60641,B-Genre,western
60642,B-Director,sergio
60643,I-Director,leone
60644,O,directed
60645,O,this
60646,B-Opinion,epic
60647,B-Genre,gangster
60648,O,film
60649,O,starring
60650,B-Actor,robert
60651,I-Actor,deniro
60652,I-Actor,james
60653,I-Actor,woods
60654,O,and
60655,B-Actor,elizabeth
60656,I-Actor,mcgovern
60657,O,set
60658,O,in
60659,B-Year,1941
60660,O,what
60661,B-Director,coen
60662,I-Director,brother
60663,O,film
60664,O,stars
60665,B-Actor,john
60666,I-Actor,turturro
60667,O,as
60668,O,a
60669,B-Plot,troubled
60670,I-Plot,playwright
60671,O,living
60672,O,in
60673,O,hollywood
60674,B-Plot,set
60675,I-Plot,in
60676,I-Plot,an
60677,I-Plot,insane
60678,I-Plot,asylum
60679,O,this
60680,B-Origin,book
60681,I-Origin,to
60682,I-Origin,film
60683,I-Origin,adaptation
60684,O,features
60685,B-Actor,jack
60686,I-Actor,nicholson
60687,O,in
60688,O,the
60689,O,main
60690,O,role
60691,O,with
60692,B-Actor,danny
60693,I-Actor,devito
60694,O,and
60695,B-Actor,louise
60696,I-Actor,fletcher
60697,O,in
60698,O,support
60699,O,what
60700,O,is
60701,O,the
60702,O,name
60703,O,of
60704,O,this
60705,O,film
60706,O,set
60707,O,in
60708,O,england
60709,O,s
60710,O,sherwood
60711,O,forest
60712,O,this
60713,O,tale
60714,O,surrounds
60715,B-Plot,a
60716,I-Plot,merry
60717,I-Plot,bunch
60718,I-Plot,of
60719,I-Plot,men
60720,I-Plot,and
60721,I-Plot,their
60722,I-Plot,leader
60723,I-Plot,who
60724,I-Plot,steal
60725,I-Plot,from
60726,I-Plot,the
60727,I-Plot,rich
60728,I-Plot,to
60729,I-Plot,give
60730,I-Plot,to
60731,I-Plot,the
60732,I-Plot,poor
60733,O,set
60734,O,in
60735,O,the
60736,O,cabrini
60737,O,green
60738,O,projects
60739,O,in
60740,O,chicago
60741,O,this
60742,O,movie
60743,O,from
