id,tokens,ner_tags
3889,"['which', 'movie', 'starring', 'billy', 'crystal', 'and', 'meg', 'ryan', 'follows', 'a', 'couple', 'of', 'friends', 'as', 'they', 'go', 'through', 'life', 'with', 'and', 'without', 'each', 'other']","[24, 24, 24, 0, 12, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3890,"['which', 'movie', 'starring', 'clint', 'eastwood', 'is', 'known', 'for', 'the', 'quote', 'are', 'you', 'feeling', 'lucky', 'punk']","[24, 24, 24, 0, 12, 24, 24, 24, 24, 24, 8, 20, 20, 20, 20]"
3891,"['which', 'movie', 'starring', 'julia', 'roberts', 'speaks', 'of', 'a', 'woman', 's', 'spiritual', 'journey', 'through', 'places', 'like', 'india', 'and', 'italy']","[24, 24, 24, 0, 12, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3892,"['which', 'movie', 'starring', 'kevon', 'bacon', 'about', 'forbidden', 'dancing', 'in', 'a', 'small', 'town', 'was', 'remade', 'in', '2011']","[24, 24, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 24, 7, 24, 11]"
3893,"['which', 'movie', 'starring', 'matt', 'damon', 'is', 'about', 'a', 'man', 'who', 'suffers', 'from', 'complete', 'memory', 'loss']","[24, 24, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
3894,"['which', 'movie', 'stars', 'a', 'woman', 'from', 'an', 'immigrant', 'family', 'that', 'marries', 'an', 'american', 'to', 'result', 'in', 'hilarity']","[24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3895,"['which', 'movie', 'stars', 'bill', 'murray', 'and', 'scarlett', 'johansson', 'doing', 'karaoke', 'and', 'falling', 'in', 'love', 'in', 'japan']","[24, 24, 24, 0, 12, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19]"
3896,"['which', 'movie', 'stars', 'colorful', 'macaws', 'in', 'brazil', 'who', 'must', 'escape', 'from', 'a', 'cockatoo', 'who', 'is', 'trying', 'to', 'smuggle', 'them']","[24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3897,"['which', 'movie', 'stars', 'dorothy', 'as', 'its', 'main', 'character', 'and', 'also', 'features', 'the', 'yellow', 'brick', 'road']","[24, 24, 24, 2, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3898,"['which', 'movie', 'stars', 'edward', 'norton', 'as', 'a', 'brow', 'beaten', 'working', 'stiff', 'who', 'meets', 'brad', 'pitt', 'who', 'lures', 'his', 'into', 'a', 'world', 'of', 'rebellion', 'and', 'violence']","[24, 24, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3899,"['which', 'movie', 'stars', 'jason', 'bateman', 'as', 'an', 'agent', 'who', 'is', 'tracking', 'down', 'and', 'escaped', 'alien']","[24, 24, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
3900,"['which', 'movie', 'stars', 'morgan', 'freeman', 'and', 'brad', 'pitt', 'hunting', 'down', 'a', 'serial', 'killer', 'who', 'murders', 'his', 'victims', 'based', 'on', 'the', 'seven', 'deadly', 'sins', 'of', 'the', 'bible']","[24, 24, 24, 0, 12, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3901,"['which', 'movie', 'tells', 'the', 'story', 'of', 'a', 'group', 'of', 'college', 'kids', 'about', 'to', 'take', 'a', 'break', 'in', 'a', 'weird', 'cabin', 'but', 'they', 'do', 'n', 't', 'know', 'yet', 'what', 'is', 'under', 'the', 'cabin']","[24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3902,"['which', 'movie', 'tells', 'three', 'interconnected', 'stories', 'about', 'a', 'small', 'group', 'of', 'friends', 'and', 'a', 'christmas', 'eve', 'rave']","[24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3903,"['which', 'movie', 'was', 'ang', 'lee', 's', 'first', 'feature', 'to', 'make', 'an', 'impression', 'in', 'american', 'theaters', 'featuring', 'the', 'tale', 'of', 'a', 'stolen', 'sword', 'and', 'dazzling', 'special', 'effects']","[24, 24, 24, 3, 15, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 24, 7, 19, 19]"
3904,"['which', 'movie', 'was', 'based', 'on', 'a', 'book', 'by', 'theodore', 'geisel', 'and', 'talked', 'about', 'how', 'to', 'save', 'the', 'environment']","[24, 24, 24, 6, 18, 18, 18, 18, 18, 18, 24, 7, 19, 19, 19, 19, 19, 19]"
3905,"['which', 'movie', 'was', 'set', 'in', 'unoccupied', 'africa', 'and', 'is', 'based', 'off', 'a', 'famous', 'play', 'in', '1942']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 6, 18, 18, 18, 18, 24, 11]"
3906,"['which', 'movie', 'with', 'tom', 'hanks', 'and', 'meg', 'ryan', 'was', 'the', 'about', 'their', 'online', 'relationship', 'that', 'turns', 'into', 'a', 'real', 'life', 'love', 'affair']","[24, 24, 24, 0, 12, 24, 0, 12, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3907,"['which', 'movie', 'won', '2', 'oscars', 'and', 'centers', 'around', 'a', 'recently', 'deceased', 'man', 'who', 'returns', 'from', 'the', 'dead', 'to', 'be', 'with', 'his', 'partner']","[24, 24, 24, 1, 13, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3908,"['which', 'movie', 'won', '7', 'oscars', 'and', 'is', 'about', 'a', 'factory', 'worker', 'who', 'creates', 'a', 'list', 'of', 'his', 'jewish', 'employees', 'in', 'an', 'effort', 'to', 'save', 'them', 'before', 'they', 'are', 'sent', 'to', 'a', 'concentration', 'camp']","[24, 24, 24, 1, 13, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3909,"['which', 'movies', 'starred', 'anthony', 'hopkons', 'benicio', 'del', 'toro', 'a', 'bloodthirsty', 'beast', 'and', 'a', 'scotland', 'yard', 'investigator']","[24, 24, 24, 0, 12, 12, 12, 12, 24, 7, 19, 19, 19, 19, 19, 19]"
3910,"['which', 'of', 'james', 'cameron', 's', 'science', 'fiction', 'adventures', 'feature', 'a', 'race', 'of', 'primitive', 'blue', 'skinned', 'aliens']","[24, 24, 3, 15, 24, 4, 16, 16, 24, 24, 7, 19, 19, 19, 19, 19]"
3911,"['which', 'of', 'stanley', 'kubric', 's', 'many', 'epic', 'features', 'one', 'of', 'the', 'most', 'famous', 'sound', 'tracks', 'in', 'cinema', 'history']","[24, 24, 3, 15, 24, 24, 5, 17, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
3912,"['which', 'of', 'these', 'movies', 'focuses', 'on', 'the', 'relationship', 'between', 'a', 'young', 'nurse', 'and', 'a', 'mute', 'actress']","[24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3913,"['which', 'of', 'these', 'movies', 'was', 'made', 'in', '1979', 'and', 'has', 'multiple', 'sequels', 'in', 'which', 'sigourney', 'weaver', 'stars']","[24, 24, 24, 24, 24, 24, 24, 11, 24, 24, 24, 24, 24, 24, 0, 12, 24]"
3914,"['which', 'of', 'these', 'movies', 'were', 'made', 'in', '1954', 'and', 'starred', 'bing', 'crosby', 'and', 'rosemary', 'clooney']","[24, 24, 24, 24, 24, 24, 24, 11, 24, 24, 0, 12, 24, 0, 12]"
3915,"['which', 'pixar', 'film', 'is', 'the', 'third', 'in', 'a', 'series', 'of', 'three', 'films', 'starring', 'toys']","[24, 3, 24, 24, 24, 9, 21, 21, 21, 21, 21, 21, 24, 7]"
3916,"['which', 'psychological', 'thriller', 'stars', 'mila', 'kunis', 'and', 'natalie', 'portman', 'and', 'shows', 'the', 'dangers', 'of', 'perfection', 'in', 'ballet']","[24, 4, 16, 24, 0, 12, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19]"
3917,"['which', 'quentin', 'tarantino', 'directed', 'film', 'stars', 'uma', 'thurman', 'as', 'a', 'vengeful', 'bride', 'out', 'for', 'retribution', 'over', 'her', 'murder', 'attempt']","[24, 3, 15, 24, 24, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
3918,"['which', 'ridley', 'scott', 'sci', 'fi', 'epic', 'takes', 'place', 'in', 'the', 'future', 'and', 'also', 'features', 'harrison', 'ford', 'as', 'the', 'lead']","[24, 3, 15, 4, 16, 16, 7, 19, 19, 19, 19, 24, 24, 0, 12, 24, 24, 24, 24]"
3919,"['which', 'sci', 'fi', 'thriller', 'features', 'two', 'scientists', 'who', 'create', 'a', 'new', 'form', 'of', 'life', 'by', 'combining', 'the', 'dna', 'of', 'different', 'animals']","[24, 4, 16, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3920,"['which', 'science', 'fiction', 'movie', 'is', 'based', 'on', 'the', 'premise', 'that', 'reality', 'is', 'a', 'computer', 'simulation']","[24, 4, 16, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3921,"['which', 'stanley', 'kubrick', 'directed', 'film', 'shows', 'the', 'emotional', 'and', 'psychological', 'toll', 'of', 'the', 'vietnam', 'war', 'on', 'a', 'group', 'of', 'soldiers']","[24, 3, 15, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3922,"['which', 'steven', 'spielberg', 'starring', 'tom', 'hanks', 'and', 'matt', 'damon', 'movie', 'won', 'the', 'academy', 'award', 'for', 'best', 'picture', 'in', '1999']","[24, 3, 15, 24, 0, 12, 24, 0, 12, 24, 24, 24, 1, 13, 13, 13, 13, 24, 11]"
3923,"['which', 'tarantino', 'film', 'features', 'a', 'painful', 'scene', 'soundtracked', 'by', 'the', 'steeler', 's', 'wheel', 'song', 'stuck', 'in', 'the', 'middle', 'with', 'you']","[24, 3, 24, 24, 24, 7, 19, 24, 24, 24, 7, 19, 19, 10, 22, 22, 22, 22, 22, 22]"
3924,"['while', 'rehearsing', 'for', 'this', '1987', 'film', 'andr', 'the', 'giant', 's', 'thick', 'accent', 'prevented', 'many', 'of', 'his', 'lines', 'from', 'being', 'understood', 'to', 'remedy', 'this', 'actor', 'mandy', 'patinkin', 'slapped', 'andr', 'in', 'the', 'face', 'to', 'get', 'him', 'to', 'concentrate', 'harder']","[24, 24, 24, 24, 11, 24, 0, 12, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 0, 12, 24, 0, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
3925,"['white', 'christmas', 'was', 'a', 'major', 'hit', 'before', 'the', 'movie', 'having', 'been', 'introduced', 'in', 'a', 'earlier', 'film', 'what', 'was', 'that', 'movie', 's', 'name']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 9, 21, 24, 24, 24, 24, 24, 24]"
3926,"['who', 'does', 'love', 'afred', 'hitchcock', 'bound', 'to', 'a', 'wheelchair', 'watching', 'the', 'neighbors', 'can', 'making', 'the', 'mind', 'go', 'crazy', 'even', 'enough', 'to', 'think', 'they', 've', 'committed', 'murder', 'or', 'have', 'they']","[24, 24, 24, 3, 15, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3927,"['who', 'played', 'jack', 'sparrow']","[24, 24, 2, 14]"
3928,"['who', 'played', 'rocky']","[24, 24, 2]"
3929,"['why', 'did', 'moe', 'insist', 'on', 'getting', 'his', 'friends', 'even', 'with', 'the', 'possibility', 'of', 'being', 'left', 'behind', 'by', 'asking']","[24, 24, 2, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3930,"['why', 'does', 'heather', 'not', 'read', 'the', 'letter', 'right', 'away', 'as', 'was', 'instructed', 'of', 'her', 'to', 'do']","[24, 24, 8, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3931,"['why', 'does', 'winter', 'feel', 'such', 'a', 'strong', 'connection', 'to', 'sawyer', 'that', 'he', 'is', 'the', 'only', 'one', 'she', 'opens', 'up', 'to']","[24, 24, 2, 7, 19, 19, 19, 19, 19, 2, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3932,"['why', 'is', 'all', 'of', 'the', 'other', 'guardians', 'surprised', 'that', 'po', 'was', 'the', 'chosen', 'one']","[24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3933,"['will', 'smith', 'makes', 'for', 'a', 'great', 'performance', 'in', 'dark', 'colors', 'in', 'this', 'alien', 'story', 'some', 'good', 'some', 'bad', 'aliens', 'but', 'on', 'a', 'mission', 'to', 'save', 'the', 'earth', 'with', 'thrills', 'and', 'laughs', 'you', 'will', 'want', 'to', 'see', 'this', 'one']","[0, 12, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 5, 17, 17, 17, 17, 17, 17]"
3934,"['william', 'shakespeare', 'play', 'into', 'movie', 'with', 'kenneth', 'branagh', 'and', 'derek', 'jacobi']","[6, 18, 18, 24, 24, 24, 0, 12, 24, 0, 12]"
3935,"['willie', 'adams', 'was', 'a', 'crew', 'member', 'for', 'the', 'film', 'although', 'he', 'spent', 'most', 'his', 'time', 'working', 'behind', 'the', 'camera', 'he', 'played', 'the', 'male', 'counselor', 'in', 'the', '1958', 'scene', 'and', 'holds', 'the', 'unique', 'distinction', 'of', 'being', 'the', 'first', 'murder', 'victim', 'in', 'this', 'dead', 'teenage', 'movie', 'series', 'that', 'started', 'in', '1980']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 24, 24, 11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 9, 24, 24, 24, 11]"
3936,"['with', 'jeremy', 'renner', 'taking', 'the', 'place', 'of', 'matt', 'damon', 'as', 'the', 'lead', 'character', 'this', 'is', 'the', 'fourth', 'film', 'dealing', 'in', 'robert', 'ludlum', 'inspired', 'espionage']","[24, 0, 12, 24, 24, 24, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 9, 21, 24, 24, 7, 19, 19, 19]"
3937,"['written', 'by', 'george', 'lucas', 'and', 'directed', 'by', 'ron', 'howard', 'this', '1988', 'fantasy', 'film', 'features', 'a', 'farmer', 'who', 'is', 'protecting', 'a', 'baby', 'from', 'an', 'evil', 'queen']","[24, 24, 3, 15, 24, 24, 24, 3, 15, 24, 11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3938,"['yippee', 'ki', 'yay', 'what', 's', 'the', 'name', 'of', 'this', 'towering', 'action', 'classic', 'that', 'made', 'bruce', 'willis', 'a', 'household', 'name', 'along', 'with', 'the', 'previously', 'mentioned', 'catchphrase']","[8, 20, 20, 24, 24, 24, 24, 24, 24, 24, 4, 24, 24, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
3939,"['you', 'have', 'one', 'week', 'to', 'have', 'sex', 'with', 'whoever', 'you', 'want', 'and', 'i', 'wont', 'get', 'mad']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3940,"['zachary', 'gordon', 'stars', 'in', 'this', 'live', 'action', 'adaptation', 'of', 'jeff', 'kinney', 's', 'illustrated', 'novel', 'about', 'a', 'wise', 'cracking', 'sixth', 'grade', 'student']","[0, 12, 24, 24, 24, 6, 4, 6, 18, 18, 18, 18, 18, 18, 24, 7, 19, 19, 19, 19, 19]"
3941,"['1960', 'film', 'that', 'shows', 'a', 'series', 'of', 'stories', 'following', 'a', 'week', 'in', 'the', 'life', 'of', 'a', 'journalist', 'living', 'in', 'rome']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3942,"['1961', 'musical', 'classic', 'about', 'two', 'young', 'people', 'from', 'rival', 'nyc', 'gangs', 'who', 'fall', 'in', 'love']","[11, 4, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3943,"['1964', 'classic', 'about', 'a', 'magic', 'nanny', 'who', 'comes', 'to', 'work', 'for', 'a', 'banker', 's', 'unhappy', 'family']","[11, 5, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3944,"['1970', 'love', 'story', 'about', 'law', 'student', 'oliver', 'barrett', 'iv', 'and', 'music', 'student', 'jennifer', 'cavilleri']","[11, 4, 16, 24, 7, 19, 2, 14, 14, 7, 19, 19, 2, 14]"
3945,"['1974', 'documentary', 'about', 'heavyweight', 'championship', 'between', 'georgia', 'foreman', 'and', 'muhammad', 'ali', 'and', 'takes', 'place', 'in', 'zaire']","[11, 24, 7, 19, 19, 19, 2, 14, 24, 2, 14, 7, 19, 19, 19, 19]"
3946,"['1974', 'neo', 'noir', 'film', 'directed', 'by', 'roman', 'polanski', 'and', 'starring', 'jack', 'nicholson', 'set', 'in', 'los', 'angeles']","[11, 4, 16, 24, 24, 24, 3, 15, 24, 24, 0, 12, 24, 24, 24, 24]"
3947,"['1980', 'drama', 'movie', 'about', 'the', 'death', 'of', 'an', 'older', 'son', 'of', 'an', 'affluent', 'family', 'and', 'how', 'it', 'affects', 'them']","[11, 4, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3948,"['1981', 'horror', 'movie', 'about', 'two', 'american', 'tourists', 'in', 'london']","[11, 4, 16, 24, 7, 19, 19, 19, 19]"
3949,"['1982', 'classic', 'movie', 'about', 'a', 'meek', 'and', 'a', 'little', 'boy', 'who', 'find', 'a', 'stranded', 'alien']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3950,"['1986', 'movie', 'about', 'the', 'discovery', 'of', 'a', 'severed', 'human', 'ear', 'that', 'leads', 'to', 'a', 'dangerous', 'journey']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3951,"['1989', 'holiday', 'comedy', 'starring', 'chevy', 'chase', 'as', 'the', 'head', 'of', 'the', 'griswald', 'family']","[11, 4, 16, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24]"
3952,"['1991', 'dramatic', 'comedy', 'about', 'a', 'housewife', 'who', 'befriends', 'an', 'old', 'lady', 'in', 'a', 'nursing', 'home']","[11, 4, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3953,"['1996', 'crime', 'movie', 'about', 'a', 'crime', 'falling', 'apart', 'and', 'the', 'work', 'of', 'persistent', 'policemen', 'and', 'pregnant', 'marge']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3954,"['1996', 'drama', 'movie', 'about', 'the', 'prince', 'of', 'denmark', 'who', 'finds', 'that', 'his', 'father', 'is', 'killed']","[11, 4, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3955,"['1998', 'animated', 'pixar', 'film', 'about', 'a', 'misfit', 'ant', 'who', 'is', 'saving', 'his', 'colony', 'from', 'grasshoppers']","[11, 4, 3, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3956,"['1998', 'family', 'movie', 'about', 'a', 'corn', 'farmer', 'who', 'hears', 'voices', 'and', 'builds', 'a', 'baseball', 'field']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3957,"['1998', 'movie', 'about', 'a', 'group', 'of', 'soldiers', 'led', 'by', 'tom', 'hanks', 'on', 'a', 'search', 'for', 'a', 'soldier', 'who', 's', 'brothers', 'had', 'all', 'been', 'killed', 'in', 'action', 'during', 'world', 'war', '2']","[11, 24, 24, 7, 19, 19, 19, 19, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3958,"['2', 'nd', 'movie', 'to', 'an', 'animated', 'movie', 'about', 'racing', 'vehicles', 'that', 'can', 'talk', 'created', 'by', 'pixar', 'studios']","[24, 24, 24, 24, 24, 4, 24, 24, 7, 19, 19, 19, 19, 24, 24, 24, 24]"
3959,"['2002', 'biographical', 'movie', 'about', 'a', 'famous', 'artist', 'who', 'dealt', 'with', 'an', 'injury', 'and', 'a', 'bad', 'marriage']","[11, 4, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3960,"['2008', 'family', 'movie', 'that', 'retells', 'the', 'story', 'of', 'charles', 'dickens', 'classic', 'novel', 'about', 'an', 'unhappy', 'man']","[11, 4, 24, 24, 6, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
3961,"['2010', 'action', 'adventure', 'starring', 'russell', 'crowe', 'as', 'an', 'avenging', 'marauder']","[11, 4, 16, 24, 0, 12, 7, 19, 19, 19]"
3962,"['2010', 'action', 'movie', 'about', 'a', 'former', 'black', 'ops', 'agent', 'who', 'reassembles', 'his', 'old', 'team', 'to', 'uncover', 'people']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3963,"['2010', 'drama', 'movie', 'that', 'centers', 'around', 'a', 'blue', 'collar', 'worker', 'a', 'journalist', 'and', 'a', 'london', 'school', 'boy']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3964,"['2010', 'movie', 'about', 'a', 'group', 'of', 'iraq', 'war', 'veterans', 'who', 'want', 'to', 'clear', 'their', 'name']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3965,"['2010', 'movie', 'about', 'a', 'us', 'marshal', 'who', 'helps', 'a', 'stubborn', 'young', 'woman', 'track', 'down', 'her', 'father', 's', 'killer']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3966,"['2010', 'movie', 'about', 'the', 'true', 'story', 'of', 'a', 'horse', 'that', 'won', 'the', 'triple', 'crown', 'in', 'the', '1970', 's']","[11, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3967,"['2010', 'movie', 'about', 'two', '8', 'th', 'graders', 'who', 'start', 'to', 'have', 'feelings', 'for', 'each', 'other', 'even', 'though', 'they', 're', 'opposites']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3968,"['2010', 'romance', 'movie', 'about', 'a', 'solider', 'who', 'falls', 'in', 'love', 'with', 'a', 'conservative', 'college', 'student']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3969,"['2010', 'romantic', 'comedy', 'about', 'couples', 'and', 'singles', 'in', 'la', 'and', 'how', 'they', 'deal', 'with', 'the', 'romantic', 'holiday']","[11, 4, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3970,"['2011', 'action', 'movie', 'about', 'a', 'powerful', 'warrior', 'who', 'is', 'cast', 'out', 'of', 'his', 'planet', 'and', 'sent', 'to', 'live', 'with', 'humans']","[11, 4, 16, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3971,"['2011', 'animated', 'film', 'about', 'a', 'son', 'who', 'struggles', 'with', 'his', 'identity', 'voiced', 'by', 'elijah', 'wood', 'and', 'robin', 'williams']","[11, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 24, 24, 0, 12, 24, 0, 12]"
3972,"['2011', 'comedy', 'drama', 'about', 'an', 'idealist', 'who', 'barges', 'into', 'the', 'life', 'of', 'his', 'three', 'sisters']","[11, 4, 16, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3973,"['2011', 'comedy', 'with', 'cameron', 'diaz', 'about', 'a', 'professor', 'who', 'just', 'got', 'dumped', 'by', 'her', 'sugar', 'daddy']","[11, 4, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3974,"['2011', 'movie', 'about', 'the', 'affair', 'behind', 'a', 'politician', 'and', 'a', 'ballerina', 'and', 'how', 'they', 'deal', 'with', 'it']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3975,"['2011', 'supernatural', 'thriller', 'film', 'stars', 'nicolas', 'cage', 'is', 'about', 'crusader', 'knights', 'who', 'fight', 'demons', 'and', 'possessed', 'people']","[11, 4, 16, 24, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
3976,"['2012', 'action', 'movie', 'about', 'a', 'factory', 'worker', 'who', 'suspects', 'that', 'he', 'is', 'a', 'spy', 'after', 'visiting', 'a', 'company']","[11, 4, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3977,"['2012', 'comedy', 'about', 'a', 'dictator', 'determined', 'to', 'save', 'his', 'country', 'from', 'democracy']","[11, 4, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3978,"['2012', 'comedy', 'starring', 'will', 'ferrel', 'about', 'two', 'men', 'running', 'for', 'office', 'and', 'their', 'arguments', 'with', 'each', 'other']","[11, 4, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3979,"['2012', 'movie', 'about', 'main', 'character', 'emily', 'who', 'wants', 'to', 'be', 'a', 'dancer', 'and', 'meets', 'sean']","[11, 24, 24, 24, 24, 2, 24, 7, 19, 19, 19, 19, 24, 24, 2]"
3980,"['2012', 'movie', 'where', 'the', 'evil', 'spirit', 'pitch', 'launches', 'an', 'assault', 'on', 'earth', 'and', 'people', 'need', 'help']","[11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3981,"['2012', 'romantic', 'drama', 'movie', 'about', 'a', 'marine', 'searching', 'for', 'the', 'unknown', 'woman', 'who', 'he', 'thinks', 'saved', 'him', 'during', 'the', 'war']","[11, 4, 16, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3982,"['2012', 'sci', 'fi', 'movie', 'about', 'explorers', 'who', 'find', 'a', 'clue', 'to', 'the', 'origins', 'of', 'mankind', 'on', 'earth']","[11, 4, 16, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
3983,"['a', '1950', 's', 'screwball', 'comedy', 'starring', 'marilyn', 'monroe', 'where', 'two', 'struggling', 'musicians', 'dress', 'in', 'drag', 'to', 'make', 'money', 'in', 'miami']","[24, 11, 23, 4, 16, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
